UF,Sigla,Pedido,Depósito,Título,Linguagem,Campo de Aplicação,Tipo Programa,Nome do Titular:,Nome do Autor,Nome do Procurador:,,
Ceará,UFC,BR 51 2015 001582 6,22/12/2015,LISA-LUNG IMAGE SYSTEM ANALYSIS V1.0,JAVA,AD-01 / BL-01 / IF-02," CD-01 , GI-01 , LG-08 , SO-01 , TC-04",  UNIVERSIDADE FEDERAL DO CEARÁ, EANES DELGADO BARROS PEREIRA / FRANCISCO JOSÉ MARQUES ANSELMO / INGRID CORREIA NOGUEIRA / JOHN HEBERT DA SILVA FELIX / LIÉGINA SILVEIRA MARINHO / MARCELO ALCANTARA HOLANDA / PAULO CESÁR CORTEZ / TARIQUE DA SILVEIRA CAVALCANTE,-,,
Ceará,UFC,BR 51 2015 000756 4,16/07/2015,RES WIBE,JAVA,SD-05,IA-02,  UNIVERSIDADE FEDERAL DO CEARÁ, IGOR RAFAEL SILVA VALENTE / JOSÉ MARQUES SOARES / PAULO CESÁR CORTEZ,-,,
Ceará,UFC,BR 51 2015 000755 6,16/07/2015,WISE NURSE,JAVA,  ED-01 / ED-04 / ED-06 / IN-02 / SD-09," AV-01 , DS-03 , FA-01 , SO-03 , TC-01",  UNIVERSIDADE FEDERAL DO CEARÁ,MARCOS VENÍCIOS DE OLIVEIRA LOPES / VANESSA EMILLE CARVALHO DE SOUSA,-,,
Ceará,UFC,BR 51 2014 000810 0,30/07/2014,SOFTWARE DE APOIO AO GERENCIAMENTO INTEGRADO DE RESÍDUOS SÓLIDOS URBANOS (SMSW),PHP,  IF-02 / SM-01 / SM-02 / SM-03," FA-01 , GI-01 , GI-02 , GI-04 , SO-02",  UNIVERSIDADE FEDERAL DO CEARÁ, ANA KARINE PORTELA VASCONCELOS / CARLOS EDUARDO VIANA VALENTE / MARISETE DANTAS DE AQUINO,-,,
Ceará,UFC,BR 51 2014 000809 6,30/07/2014,SINC - SISTEMAS DE INFORMAÇÕES CORPORATIVAS,JAVA,AD-05 / EC-14 / ED-03 / IF-04 / IF-07," CD-01 , GI-01 , GI-02 , GI-04 , SO-01",  UNIVERSIDADE FEDERAL DO CEARÁ,ALLAN PINHEIRO HOLANDA / ANDRÉ AROLDO FREITAS DE MOURA / ANTONIO CARLOS DIAS COELHO / GABRIEL BRITO DOS SANTOS,-,,
Ceará,UFC,12893-4,06/03/2012,PRÓ-RISK,-NÃO INFORMADO-,CC-03," AP-01 , AP-02 , TC-01",  UNIVERSIDADE FEDERAL DO CEARÁ,FRANCISCO RODRIGO PORTO CAVALCANTI,-,,
Ceará,UFC,12685-4,18/11/2011,SOFTWARE PARA ENSINO DE FARMACOLOGIA - PHARMA-SOFTWARE,-,CO-02 / ED-01 / ED-03 / ED-06, SM-01,  UNIVERSIDADE FEDERAL DO CEARÁ,ANTONIO ALFREDO RODRIGUES E SILVA / GERARDO CRISTINO FILHO / HELLÍADA VASCONCELOS CHAVES / ISAURA NEUSIVÂNIA SOMBRA OLIVEIRA / MARCELO MARQUES SIMÕES DE SOUSA / MIRNA MARQUES BEZERRA / VICENTE DE PAULO TEIXEIRA PINTO,-,,
Ceará,UFC,06863-2,14/07/2005,SOFIA - SOFTWARE PARA INSPEÇÃO AUTOMÁTICA POR TOFD,BUILDER 6 / C++, IN-01 / IN-03," AT-01 , CD-04 , TC-01", PROGRAMA DE MESTRADO EM ENGENHARIA E CIENCIAS DE MATERIAIS/UFC, ALEX ARAÚJO DE VASCONCELLOS / ELINEUDO PINHO DE MOURA,-,,
Ceará,UNILAB,BR 51 2024 001319 9,23/04/2024,IST Nurse, FRAMEWORK / JAVA SCRIPT, ED-04 / SD-01 / SD-03,AP-01,UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA (UNILAB), ISMAEL MOREIRA DE SOUSA / LEILANE BARBOSA DE SOUSA,-,,
Ceará,UNILAB,BR 51 2023 002133 4,20/07/2023,S3BIMAT - Simulador SAEB/SPAECE com Banco de Itens na área de Matemática,CSS / HTML / JAVA SCRIPT / PHP / R, ED-04," GI-01 , GI-02 , GI-04",UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA (UNILAB),ANTONIO ALISSON PESSOA GUIMARÃES / DAVID DOS SANTOS DA COSTA,-,,
Ceará,UNILAB,BR 51 2022 000457 7,03/03/2022,UNIBIO - Sistema de Monitoramento de Biodigestores, CSS / HTML / JAVA SCRIPT / NODEJS / SQL, EN-04 / IN-02 / MA-04 / SM-02,"CD-01 , CD-04 , CD-05 , CD-06 , FA-04 , GI-01 , GI-02 , GI-04 , GI-08 , PD-01 , PD-02 , SO-02 , SO-04 , SO-05 , SO-06 , TI-01 , TI-02 , TI-03",UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA (UNILAB),FRANCISCO PAULO HENRIQUE DE ANDRADE / JOHN HEBERT DA SILVA FELIX / JUAN CARLOS ALVARADO ALCÓCER,-,,
Ceará,UNILAB,BR 51 2021 002595 4,08/11/2021,ESA TOOL: Easy Series Analys,JAVA SCRIPT , IF-10," AP-02 , AP-03 , GI-01 , GI-04 , SM-01 , TC-01",UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA (UNILAB), ALEXANDRE CUNHA COSTA / ANTONIO CARLOS DA SILVA BARROS / PAULO ROBERTO GOMES ABREU FILHO,-,,
Ceará,UNILAB,BR 51 2020 002175 1,13/10/2020,WID - Wise Infant Development,JAVA SCRIPT / R, CO-02 / ED-06 / SD-01 / SD-08," FA-01 , GI-01 , SO-02 , TC-01",UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA (UNILAB), WESLEY SOARES DE MELO,-,,
Ceará,IFCE,BR 51 2024 003668 7,03/10/2024,Aquasolutions,OUTROS,AG-12,AP-01," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ", GUILHERME MARTINS DE OLIVEIRA / ILLANA BEATRIZ ROCHA DE OLIVEIRA / JOSÉ WILLIAM ALVES DA SILVA / MÁRIO WEDNEY DE LIMA MOREIRA,-,,
Ceará,IFCE,BR 51 2024 003438 2,19/09/2024,Sisbanana Nutrição de Plantas - Webapp para Diagnóstico Nutricional da Cultura da Bananeira,CSS / HTML / JAVA SCRIPT / PYTHON,AG-01,AP-01," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ", JUAN VINÍCIUS LOUREIRO PEREIRA / NATANAEL SANTIAGO PEREIRA,-,,
Ceará,IFCE,BR 51 2024 003370 0,13/09/2024,Metarecog,OUTROS,ED-06,ET-04,"CHARMTECH INFORMATICA TREINAMENTO E SERVICOS LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ", ANTONIO DE BARROS SERRA / JOSE NERY DE LIMA FILHO / PEDRO PAULO MACEDO NETO,-,,
Ceará,IFCE,BR 51 2024 003369 6,13/09/2024,Metarecog-ds,OUTROS / PYTHON,ED-06,ET-01,"CHARMTECH INFORMATICA TREINAMENTO E SERVICOS LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",ANTONIO DE BARROS SERRA / JOSE NERY DE LIMA FILHO / PEDRO PAULO MACEDO NETO,-,,
Ceará,IFCE,BR 51 2024 003368 8,13/09/2024,Meta-restic,OUTROS,ED-06,ET-04,"CHARMTECH INFORMATICA TREINAMENTO E SERVICOS LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",ANTONIO DE BARROS SERRA / JOSE NERY DE LIMA FILHO / PEDRO PAULO MACEDO NETO,-,,
Ceará,IFCE,BR 51 2024 003367 0,13/09/2024,Data-set-api,OUTROS / PYTHON,ED-06,IA-01,"CHARMTECH INFORMATICA TREINAMENTO E SERVICOS LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",ANTONIO DE BARROS SERRA / JOSE NERY DE LIMA FILHO / PEDRO PAULO MACEDO NETO,-,,
Ceará,IFCE,BR 51 2024 003366 1,13/09/2024,PLATAFORMA DE MONITORAMENTO DE PONTOS DE PRESENÇA,C / C++, IF-07 / TC-03 / TC-04,"  CD-01 , CD-03 , GI-01","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / ITIUM SOLUÇÕES EM TECNOLOGIA LTDA",ANAXÁGORAS MAIA GIRÃO / JOÃO BATISTA BEZERRA FROTA,-,,
Ceará,IFCE,BR 51 2024 002100 0,20/06/2024,Algoritmo adaptativo de detecção baseado na variância do coeficiente angular de séries de dados,C,IN-03,AT-01," INFITECH AUTOMAÇÃO / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",ALAN ROBSON DA SILVA / AUZUIR RIPARDO DE ALEXANDRIA / AÊDO BRAGA SILVEIRA / CAIO HERBERTT COSTA BRAGA / DANILO SOUSA ROCHA / DAYSE GONÇALVES CORREIA BANDEIRA / EMANUEL DOS SANTOS LAURINDO / ERIC SAMIR SANTANA NOBRE / FRANCISCO TADEU DE CARVALHO BELCHIOR MAGALHÃES / FÁBIO ALENCAR MENDONÇA / GLAYDIANE GOIS MESQUITA / GLENDO DE FREITAS GUIMARÃES / JOÃO ISAAC SILVA MIRANDA / LUANA SAMARA PAULINO MAIA / MANOEL HENRIQUE BEZERRA JÚNIOR / TIAGO BEZERRA MARINHO / WALESKA FEITOZA DE OLIVEIRA / WERICK CAIO DE CASTRO GADELHA,-,,
Ceará,IFCE,BR 51 2024 002000 4,13/06/2024,e-TCC,NODEJS / OUTROS,ED-06,GI-01," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ", CYNTHIA PINHEIRO SANTIAGO / JOÃO PAULO LIMA DE ALBUQUERQUE,-,,
Ceará,IFCE,BR 51 2024 001736 4,24/05/2024,Ferramenta para identificação de ofertas de supermercado,PYTHON,SV-03,IA-01,"INFOMARKET LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",ANTONIO HELYSON FERNANDES CLEMENTINO / ERIK JHONES FREITAS DO NASCIMENTO / FELIPE CORDEIRO DE SOUSA / IGOR RAFAEL SILVA VALENTE / JESSYCA ALMEIDA BESSA / LEONARDO MONTEIRO MEDEIROS / LEVI CORDEIRO CARVALHO / LUCAS DELACROIX ALVES DO RÊGO / LUIZ HENRIQUE DA SILVA VITORINO / MARCO HENRIQUE DE BRITO MUDO / MARYANE DE CASTRO LIMA / PAULO SÉRGIO DA SILVA SOUSA FILHO / SAULO MACEDO MAIA / THOMAZ MAIA DE ALMEIDA,-,,
Ceará,IFCE,BR 51 2024 001735 6,24/05/2024,Modelo para leitura de informações de ofertas de encartes de supermercado,PYTHON,SV-03,IA-01,"INFOMARKET LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",ANTONIO HELYSON FERNANDES CLEMENTINO / ERIK JHONES FREITAS DO NASCIMENTO / FELIPE CORDEIRO DE SOUSA / IGOR RAFAEL SILVA VALENTE / JESSYCA ALMEIDA BESSA / LEONARDO MONTEIRO MEDEIROS / LEVI CORDEIRO CARVALHO / LUCAS DELACROIX ALVES DO RÊGO / LUIZ HENRIQUE DA SILVA VITORINO / MARCO HENRIQUE DE BRITO MUDO / MARYANE DE CASTRO LIMA / PAULO SÉRGIO DA SILVA SOUSA FILHO / SAULO MACEDO MAIA / THOMAZ MAIA DE ALMEIDA,-,,
Ceará,IFCE,BR 51 2024 001734 8,24/05/2024,Modelo para classificação automática de recortes de ofertas de encartes de supermercado,PYTHON,SV-03,IA-01,"INFOMARKET LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",ANTONIO HELYSON FERNANDES CLEMENTINO / ERIK JHONES FREITAS DO NASCIMENTO / FELIPE CORDEIRO DE SOUSA / IGOR RAFAEL SILVA VALENTE / JESSYCA ALMEIDA BESSA / LEONARDO MONTEIRO MEDEIROS / LEVI CORDEIRO CARVALHO / LUCAS DELACROIX ALVES DO RÊGO / LUIZ HENRIQUE DA SILVA VITORINO / MARCO HENRIQUE DE BRITO MUDO / MARYANE DE CASTRO LIMA / PAULO SÉRGIO DA SILVA SOUSA FILHO / SAULO MACEDO MAIA / THOMAZ MAIA DE ALMEIDA,-,,
Ceará,IFCE,BR 51 2024 001733 0,24/05/2024,Modelo para detecção e recorte automática de ofertas de encartes de supermercado,PYTHON,SV-03,IA-01,"INFOMARKET LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",ANTONIO HELYSON FERNANDES CLEMENTINO / ERIK JHONES FREITAS DO NASCIMENTO / FELIPE CORDEIRO DE SOUSA / IGOR RAFAEL SILVA VALENTE / JESSYCA ALMEIDA BESSA / LEONARDO MONTEIRO MEDEIROS / LEVI CORDEIRO CARVALHO / LUCAS DELACROIX ALVES DO RÊGO / LUIZ HENRIQUE DA SILVA VITORINO / MARCO HENRIQUE DE BRITO MUDO / MARYANE DE CASTRO LIMA / PAULO SÉRGIO DA SILVA SOUSA FILHO / SAULO MACEDO MAIA / THOMAZ MAIA DE ALMEIDA,-,,
Ceará,IFCE,BR 51 2024 001715 1,23/05/2024,Yvis Volume Rendering,OUTROS, SD-06,TC-04,"AUDO TECNOLOGIA E SAUDE LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",ANTÔNIO HELYSON FERNANDES CLEMENTINO / DIEGO NATHANAEL MACEDO CAVALCANTE / JAELYSON MARTINS PEREIRA / JÉSSYCA ALMEIDA BESSA / LEVI CORDEIRO CARVALHO / LUIS HENRIQUE MOURA DA SILVA / MARCO HENRIQUE DE BRITO MUDO / MATHEUS MUNIZ DE ALBUQUERQUE / POLYCARPO SOUZA NETO / SAULO MACEDO MAIA / STEFANE ADNA DOS SANTOS / THOMAZ MAIA DE ALMEIDA / WELLINGTON RIBEIRO DE MENEZES,-,,
Ceará,IFCE,BR 51 2024 001714 3,23/05/2024,Yvis AngioViewer,OUTROS, SD-06,TC-04,"AUDO TECNOLOGIA E SAUDE LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",ANTONIO HELYSON FERNANDES CLEMENTINO / DIEGO NATHANAEL MACEDO CAVALCANTE / JAELYSON MARTINS PEREIRA / JÉSSYCA ALMEIDA BESSA / LEVI CORDEIRO CARVALHO / LUIS HENRIQUE MOURA DA SILVA / MARCO HENRIQUE DE BRITO MUDO / MATHEUS MUNIZ DE ALBUQUERQUE / POLYCARPO SOUZA NETO / SAULO MACEDO MAIA / STEFANE ADNA DOS SANTOS / THOMAZ MAIA DE ALMEIDA / WELLINGTON RIBEIRO DE MENEZES,-,,
Ceará,IFCE,BR 51 2024 001713 5,23/05/2024,Yvis Reconstrução,PYTHON, SD-06,TC-04,"AUDO TECNOLOGIA E SAUDE LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",ANTONIO HELYSON FERNANDES CLEMENTINO / DIEGO NATHANAEL MACEDO CAVALCANTE / JAELYSON MARTINS PEREIRA / JÉSSYCA ALMEIDA BESSA / LEVI CORDEIRO CARVALHO / LUIS HENRIQUE MOURA DA SILVA / MARCO HENRIQUE DE BRITO MUDO / MATHEUS MUNIZ DE ALBUQUERQUE / POLYCARPO SOUZA NETO / SAULO MACEDO MAIA / STEFANE ADNA DOS SANTOS / THOMAZ MAIA DE ALMEIDA / WELLINGTON RIBEIRO DE MENEZES,-,,
Ceará,IFCE,BR 51 2024 001712 7,23/05/2024,BBox Propagation,PYTHON, SD-06,TC-04,"AUDO TECNOLOGIA E SAUDE LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ", ANTONIO HELYSON FERNANDES CLEMENTINO / DIEGO NATHANAEL MACEDO CAVALCANTE / JAELYSON MARTINS PEREIRA / JÉSSYCA ALMEIDA BESSA / LEVI CORDEIRO CARVALHO / LUIS HENRIQUE MOURA DA SILVA / MARCO HENRIQUE DE BRITO MUDO / MATHEUS MUNIZ DE ALBUQUERQUE / POLYCARPO SOUZA NETO / SAULO MACEDO MAIA / STEFANE ADNA DOS SANTOS / THOMAZ MAIA DE ALMEIDA / WELLINGTON RIBEIRO DE MENEZES,-,,
Ceará,IFCE,BR 51 2024 001452 7,06/05/2024,Framework de rotinas e sub- rotinas para conversão de temperatura proveniente de sensor tipo NTC empregando as equações optimizadas de Steinhart-Hart.,C,EN-04,CD-04,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / RGT ELETRÔNICA EIRELI", ANGELO GARCIA RAMOS / LUIZ DANIEL S. BEZERRA,-,,
Ceará,IFCE,BR 51 2024 001450 0,06/05/2024,"Framework de rotinas e sub- rotinas para transição dos estados do conjunto regulador/transformador de acordo com as condições da rede elétrica da UPS linha iterativa, empregando ARM/Cortex-M0.",C,EN-04,CD-04,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / RGT ELETRÔNICA EIRELI",ANGELO GARCIA RAMOS / LUIZ DANIEL S. BEZERRA,-,,
Ceará,IFCE,BR 51 2024 001449 7,06/05/2024,"Framework de rotinas e sub- rotinas para controle e gestão de inversor monofásico, modulação e regulação para UPS linha iterativa.",C,EN-04,SO-07,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / RGT ELETRÔNICA EIRELI",ANGELO GARCIA RAMOS / LUIZ DANIEL S. BEZERRA,-,,
Ceará,IFCE,BR 51 2024 001448 9,06/05/2024,"Framework de rotinas e sub-rotinas para controle e gestão de inversor monofásico, modulação e regulação para UPS linha iterativa.",C,EN-04,ET-01,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / RGT ELETRÔNICA EIRELI", ANGELO GARCIA RAMOS / LEONARDO ADRIANO VASCONCELOS DE OLIVEIRA / LUIZ DANIEL S. BEZERRA,-,,
Ceará,IFCE,BR 51 2024 001447 0,06/05/2024,Algoritmo PLL-Híbrido operacional em redes de 50 ou 60Hz com resolução de até uma casa decimal para UPS linha iterativa.,C,EN-04,IT-01,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / RGT ELETRÔNICA EIRELI",ANGELO GARCIA RAMOS / LUIZ DANIEL S. BEZERRA,-,,
Ceará,IFCE,BR 51 2024 001446 2,06/05/2024,OLED-UPS Insights: Framework para Visualização Avançada de Dados de Engenharia,C,EN-04,GI-03,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / RGT ELETRÔNICA EIRELI",ANGELO GARCIA RAMOS / LUIZ DANIEL S. BEZERRA,-,,
Ceará,IFCE,BR 51 2024 001445 4,06/05/2024,Ferramenta de compensação automática de offset para leituras de corrente através de resistores Shunt.,C,EN-04,IT-02,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / RGT ELETRÔNICA EIRELI",ANGELO GARCIA RAMOS / LUIZ DANIEL S. BEZERRA,-,,
Ceará,IFCE,BR 51 2024 001444 6,06/05/2024,CLI/UPS - Command Line Interface para UPS linha-interativa.,C,EN-04,CD-01,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / RGT ELETRÔNICA EIRELI",ANGELO GARCIA RAMOS / LUIZ DANIEL S. BEZERRA,-,,
Ceará,IFCE,BR 51 2024 001185 4,11/04/2024,Metamorfose,JAVA,MT-06,TC-02,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",CAIO AUGUSTO NUNES MARQUES / TIMOTIO FURTADO DA CRUZ,-,,
Ceará,IFCE,BR 51 2024 001184 6,11/04/2024,Propriedade Intelectual - Fato ou Fake, C# / OUTROS,ED-04,ET-01,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",ANDRÉ LUIZ CARNEIRO DE ARAÚJO / VIANNEY DE OLIVEIRA RIBEIRO,-,,
Ceará,IFCE,BR 51 2024 001183 8,11/04/2024,Sistema inteligente para recomendação de CID e classificação de risco de pacientes em unidades de pronto atendimento (UPA), JAVA SCRIPT / PYTHON,SD-05,AP-01,"ESTÃO AUTÔNOMA INTELIGENTE DE ASSISTÊNCIA HOSPITALAR LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / LM SOLUÇÕES EM TENOLOGIA LTDA",ABDORAL TIMÓTEO DE SOUSA NETO / ADONIAS CAETANO DE OLIVEIRA / AMANDA PEREIRA RAMOS / ANDRÉ LUIZ DE SOUZA ARAÚJO / ANTÔNIO AUGUSTO TEIXEIRA PEIXOTO / AUZUIR RIPARDO DE ALEXANDRIA / CIRENEU GUILHERME TEIXEIRA DE ARAÚJO / DANILO AVILAR SILVA / DANILO SOUSA ROCHA / DAYSE GONÇALVES CORREIA BANDEIRA / FELIPE JONATHAN BARROS DE OLIVEIRA / FRANCISCO AUGUSTO RIBEIRO DE ARAÚJO / FRANCISCO JOSE PONTES CAVALCANTE / GABRIEL TAVARES DE MELO FREITAS / GLENDO DE FREITAS GUIMARÃES / GUILHERME HELTON SILVA FLORINDO / GUILHERME LEITE FÉLIX / IGOR RAFAEL SILVA VALENTE / JESSYCA ALMEIDA BESSA / JOAB DA SILVA ROCHA / JOÃO BRENO RODRIGUES VENANCIO / JOÃO MARTINS NETO / LORENA BRAGA MOURA / LUIZ JOSE DE LIMA NETO / MAIRTON CAVALCANTE ROMEU / MARIO CESAR FREIRE DIAS FILHO / MICHAEL SANTOS DUARTE / NILLIA SOUSA DA SILVA / PAULO HENRIQUE DE SOUSA MELO / RENÊ RIPARDO CALIXTO / WELLINGTON RIBEIRO DE MENEZES,-,,
Ceará,IFCE,BR 51 2024 001083 1,04/04/2024,RODI,OUTROS,ED-06,AP-01,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",FRANCISCA RAQUEL DE VASCONCELOS SILVEIRA / JOSÉ VINÍCIUS ALEXANDRE DE BRITO,-,,
Ceará,IFCE,BR 51 2024 001082 3,04/04/2024,Módulo Backend, OUTROS / PYTHON,TB-02,AP-01,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / LIENTECH SERVICOS DE CONSULTORIA, TREINAMENTOS E SELECAO LTDA", ADAUTO MOISES ANDRADE LEANDRO / ANTONIO THEMOTEO VARELA / CAIO VICTOR SALES DE FREITAS / DAVI LEAL MACIEL,-,,
Ceará,IFCE,BR 51 2024 001081 5,04/04/2024,Classifier-candidate, OUTROS / PYTHON,TB-02,IA-01,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / LIENTECH SERVICOS DE CONSULTORIA, TREINAMENTOS E SELECAO LTDA", ADAUTO MOISES ANDRADE LEANDRO / ANTONIO THEMOTEO VARELA / CAIO VICTOR SALES DE FREITAS / DAVI LEAL MACIEL,-,,
Ceará,IFCE,BR 51 2024 001080 7,04/04/2024,Chatbot-rasa, OUTROS / PYTHON,TB-02,IA-03,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / LIENTECH SERVICOS DE CONSULTORIA, TREINAMENTOS E SELECAO LTDA", ADAUTO MOISES ANDRADE LEANDRO / ANTONIO THEMOTEO VARELA / CAIO VICTOR SALES DE FREITAS / DAVI LEAL MACIEL,-,,
Ceará,IFCE,BR 51 2024 001079 3,04/04/2024,Candidate-ranking, OUTROS / PYTHON,TB-02,DS-01,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / LIENTECH SERVICOS DE CONSULTORIA, TREINAMENTOS E SELECAO LTDA", ADAUTO MOISES ANDRADE LEANDRO / ANTONIO THEMOTEO VARELA / CAIO VICTOR SALES DE FREITAS / DAVI LEAL MACIEL,-,,
Ceará,IFCE,BR 51 2024 000908 6,21/03/2024,Módulo de regressão dos valores a serem antecipados,PYTHON, IF-01 / IF-02 / IF-10," IA-01 , TC-03","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / MULTI7 CAPITAL CONSULTORIA LTDA", ANDRÉ SABOIA NAVARRO DA ROCHA / ELENE FIRMEZA OHATA / ELIZÂNGELA DE SOUZA REBOUÇAS / FELIPE BARBOSA NOGUEIRA / FRANCISCO HÉRCULES DOS SANTOS SILVA / GUILHERME FREIRE BRILHANTE SEVERIANO / GUSTAVO ALDAMA MOURÃO SOARES PEREIRA / IGOR DE SIQUEIRA SÁ / JOSÉ JEROVANE DA COSTA NASCIMENTO / JOÃO MATHEUS LIMA LÚCIO / LEANDRO BEZERRA MARINHO / NAVAR DE MEDEIROS MENDONÇA E NASCIMENTO / PEDRO CAVALCANTE DE SOUSA JUNIOR / PEDRO PEDROSA REBOUÇAS FILHO,-,,
Ceará,IFCE,BR 51 2024 000907 8,21/03/2024,Módulo de classificação com opção de rejeição,PYTHON, IF-01 / IF-02 / IF-10," IA-01 , TC-03","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / MULTI7 CAPITAL CONSULTORIA LTDA", ANDRÉ SABOIA NAVARRO DA ROCHA / ELENE FIRMEZA OHATA / ELIZÂNGELA DE SOUZA REBOUÇAS / FELIPE BARBOSA NOGUEIRA / FRANCISCO HÉRCULES DOS SANTOS SILVA / GUILHERME FREIRE BRILHANTE SEVERIANO / GUSTAVO ALDAMA MOURÃO SOARES PEREIRA / IGOR DE SIQUEIRA SÁ / JOSÉ JEROVANE DA COSTA NASCIMENTO / JOÃO MATHEUS LIMA LÚCIO / LEANDRO BEZERRA MARINHO / NAVAR DE MEDEIROS MENDONÇA E NASCIMENTO / PEDRO CAVALCANTE DE SOUSA JUNIOR / PEDRO PEDROSA REBOUÇAS FILHO,-,,
Ceará,IFCE,BR 51 2024 000906 0,21/03/2024,Middleware de integração para antecipação de recebíveis,PYTHON, IF-01 / IF-02 / IF-10," IA-01 , TC-03","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / MULTI7 CAPITAL CONSULTORIA LTDA", ANDRÉ SABOIA NAVARRO DA ROCHA / ELENE FIRMEZA OHATA / ELIZÂNGELA DE SOUZA REBOUÇAS / FELIPE BARBOSA NOGUEIRA / FRANCISCO HÉRCULES DOS SANTOS SILVA / GUILHERME FREIRE BRILHANTE SEVERIANO / GUSTAVO ALDAMA MOURÃO SOARES PEREIRA / IGOR DE SIQUEIRA SÁ / JOSÉ JEROVANE DA COSTA NASCIMENTO / JOÃO MATHEUS LIMA LÚCIO / LEANDRO BEZERRA MARINHO / NAVAR DE MEDEIROS MENDONÇA E NASCIMENTO / PEDRO CAVALCANTE DE SOUSA JUNIOR / PEDRO PEDROSA REBOUÇAS FILHO,-,,
